faultNumber,simulationRun,sample,xmeas_1,xmeas_2,xmeas_3,xmeas_4,xmeas_5,xmeas_6,xmeas_7,xmeas_8,xmeas_9,xmeas_10,xmeas_11,xmeas_12,xmeas_13,xmeas_14,xmeas_15,xmeas_16,xmeas_17,xmeas_18,xmeas_19,xmeas_20,xmeas_21,xmeas_22,xmeas_23,xmeas_24,xmeas_25,xmeas_26,xmeas_27,xmeas_28,xmeas_29,xmeas_30,xmeas_31,xmeas_32,xmeas_33,xmeas_34,xmeas_35,xmeas_36,xmeas_37,xmeas_38,xmeas_39,xmeas_40,xmeas_41,xmv_1,xmv_2,xmv_3,xmv_4,xmv_5,xmv_6,xmv_7,xmv_8,xmv_9,xmv_10,xmv_11
1,1.0,11,0.2348,3677.4,4489.8,9.3199,26.695,42.014,2703.9,75.193,120.39,0.35435,80.241,48.487,2632.9,26.304,48.203,3102.2,23.319,65.774,230.92,341.2,94.645,77.569,32.148,8.9493,26.111,6.7796,18.826,1.6824,32.876,13.811,23.921,1.2803,18.58,2.2525,4.8822,2.2569,0.014489,0.81503,0.1046,54.279,44.352,62.645,54.542,23.133,61.425,21.93,42.262,33.648,42.375,47.328,40.344,17.198
1,1.0,12,0.2357,3643.6,4517.4,9.4013,26.404,42.81,2703.8,74.927,120.41,0.35572,80.159,50.624,2632.1,26.284,49.862,3100.8,22.81,65.806,228.63,341.84,94.6,77.188,32.148,8.9493,26.111,6.7796,18.826,1.6824,32.876,13.811,23.921,1.2803,18.58,2.2525,4.8822,2.2569,0.014489,0.81503,0.1046,54.279,44.352,63.225,54.212,23.045,59.849,21.885,42.095,39.936,46.215,47.502,41.941,18.437
1,1.0,13,0.25649,3680.1,4506.3,9.3763,27.232,42.42,2702.1,74.162,120.4,0.33749,79.954,49.921,2630.5,24.338,50.699,3100.0,23.758,65.755,229.37,341.99,94.588,76.938,31.846,8.9871,26.038,6.7198,18.788,1.6393,32.8,13.653,24.249,1.2589,18.659,2.3039,4.8773,2.3073,0.014489,0.81503,0.1046,54.279,44.352,63.793,53.85,25.789,59.739,22.07,39.762,37.869,48.152,47.409,40.571,16.216
1,1.0,14,0.25909,3693.7,4514.2,9.3814,27.158,42.552,2702.5,75.831,120.42,0.33658,80.13,51.44,2632.0,25.9,48.819,3101.2,23.161,65.743,229.76,341.33,94.483,77.574,31.846,8.9871,26.038,6.7198,18.788,1.6393,32.8,13.653,24.249,1.2589,18.659,2.3039,4.8773,2.3073,0.014489,0.81503,0.1046,54.279,44.352,63.56,53.755,25.532,61.357,22.12,39.873,42.336,43.801,47.349,42.213,17.59
1,1.0,15,0.2908,3713.0,4521.6,9.3023,26.873,42.685,2704.9,74.45,120.38,0.31894,80.302,49.355,2633.8,23.187,50.428,3103.6,23.614,65.751,230.21,341.2,94.458,77.751,32.377,9.0958,25.924,6.7767,18.918,1.7001,32.966,13.866,24.153,1.1243,18.499,2.2626,4.8358,2.2511,0.014489,0.81503,0.1046,54.279,44.352,63.876,53.754,28.544,62.431,21.902,37.636,36.203,47.524,47.281,40.925,16.49
1,1.0,16,0.29176,3713.7,4501.2,9.3591,26.744,42.092,2706.8,75.553,120.41,0.31518,80.421,48.848,2635.9,24.526,49.526,3104.1,24.509,65.818,226.84,341.66,94.224,77.227,32.377,9.0958,25.924,6.7767,18.918,1.7001,32.966,13.866,24.153,1.1243,18.499,2.2626,4.8358,2.2511,0.017134,0.84727,0.1028,52.902,43.729,63.865,53.998,28.45,60.255,22.152,38.096,34.711,45.437,47.058,41.889,14.375
1,1.0,17,0.23719,3672.7,4534.8,9.2755,26.619,42.459,2703.7,75.906,120.39,0.33876,80.243,49.671,2632.1,25.148,50.365,3099.2,22.109,65.801,225.24,341.55,94.443,76.949,32.248,8.8607,26.162,6.9387,18.875,1.6302,33.051,13.826,23.782,1.2428,18.718,2.2891,4.8282,2.2903,0.017134,0.84727,0.1028,52.902,43.729,64.197,53.263,23.865,62.327,22.318,40.833,37.131,47.379,46.957,40.956,20.094
1,1.0,18,0.23812,3661.2,4479.4,9.2821,27.286,42.303,2696.1,74.57,120.4,0.33787,79.805,49.889,2624.5,25.232,50.091,3094.2,22.187,65.74,225.59,341.38,94.538,76.789,32.248,8.8607,26.162,6.9387,18.875,1.6302,33.051,13.826,23.782,1.2428,18.718,2.2891,4.8282,2.2903,0.017134,0.84727,0.1028,52.902,43.729,64.396,53.927,23.773,59.957,22.223,40.941,37.774,46.744,46.687,41.324,19.96
1,1.0,19,0.25179,3666.1,4526.5,9.3263,26.953,42.107,2695.5,75.508,120.38,0.33706,79.844,49.974,2624.6,24.686,50.815,3092.3,22.681,65.623,225.91,341.66,94.685,77.217,31.956,8.9687,26.298,6.9393,18.891,1.6501,33.267,13.805,24.303,1.221,18.729,2.2572,4.9425,2.3104,0.017134,0.84727,0.1028,52.902,43.729,62.914,53.447,24.63,61.859,21.95,39.997,38.022,48.419,46.426,40.819,18.776
1,1.0,20,0.25299,3650.4,4477.0,9.2933,27.165,42.307,2699.2,75.131,120.38,0.33704,80.191,48.99,2628.4,25.703,49.477,3095.0,22.979,65.587,225.03,341.35,94.677,77.754,31.956,8.9687,26.298,6.9393,18.891,1.6501,33.267,13.805,24.303,1.221,18.729,2.2572,4.9425,2.3104,0.017134,0.84727,0.1028,52.902,43.729,63.183,54.04,24.512,61.572,22.608,39.999,35.128,45.325,46.273,41.153,18.022
1,1.0,21,0.27833,3649.7,4479.9,9.3498,26.379,42.488,2702.4,75.065,120.39,0.3371,80.441,50.159,2631.0,27.039,50.178,3099.7,23.041,65.649,226.86,340.89,94.618,77.477,32.294,9.0822,26.056,6.9624,18.749,1.6767,33.065,13.966,23.52,1.3563,18.466,2.2213,4.8492,2.232,0.018032,0.87043,0.10962,53.559,43.529,63.137,53.947,27.761,60.598,21.544,39.421,38.569,46.945,46.688,41.259,17.866
1,1.0,22,0.27992,3647.2,4516.1,9.4246,27.084,42.347,2705.2,74.907,120.4,0.33823,80.447,49.485,2633.5,24.548,51.201,3104.1,23.174,65.71,225.61,339.37,94.783,77.781,32.294,9.0822,26.056,6.9624,18.749,1.6767,33.065,13.966,23.52,1.3563,18.466,2.2213,4.8492,2.232,0.018032,0.87043,0.10962,53.559,43.529,63.179,53.514,27.605,61.221,21.695,39.283,36.584,49.313,46.912,40.95,17.522
1,1.0,23,0.24735,3648.7,4505.7,9.465,26.751,42.653,2707.2,74.648,120.39,0.35034,80.534,52.26,2634.9,26.985,50.391,3108.5,23.269,65.797,227.1,338.41,94.781,77.655,32.413,8.9563,26.227,6.6925,18.938,1.6194,32.598,13.782,23.943,1.3275,18.333,2.2519,4.8318,2.325,0.018032,0.87043,0.10962,53.559,43.529,62.886,53.982,24.505,61.25,21.459,42.217,44.751,47.44,46.891,40.589,17.28
1,1.0,24,0.24847,3677.2,4491.0,9.3595,26.869,42.423,2709.9,74.707,120.38,0.35054,80.548,48.415,2637.5,26.155,50.804,3113.0,22.592,65.832,227.28,337.15,94.882,77.626,32.413,8.9563,26.227,6.6925,18.938,1.6194,32.598,13.782,23.943,1.3275,18.333,2.2519,4.8318,2.325,0.018032,0.87043,0.10962,53.559,43.529,62.396,54.157,24.396,61.622,20.911,42.192,33.435,48.395,46.985,40.393,18.866
1,1.0,25,0.23415,3732.0,4481.1,9.334,26.891,41.973,2713.5,75.65,120.41,0.3307,80.624,49.913,2640.7,25.099,49.871,3118.0,21.839,65.871,226.84,335.86,94.79,77.658,31.699,9.0235,26.264,6.962,18.588,1.6297,32.793,13.905,23.949,1.3617,18.986,2.2508,4.9085,2.2975,0.018032,0.87043,0.10962,53.559,43.529,63.871,53.801,23.195,59.489,20.898,39.767,37.843,46.235,47.131,40.989,20.624
1,1.0,26,0.23569,3763.0,4542.1,9.3545,26.791,42.078,2715.5,74.552,120.4,0.3302,80.592,48.424,2642.3,24.745,49.426,3122.4,22.123,65.926,227.92,334.25,94.804,77.398,31.699,9.0235,26.264,6.962,18.588,1.6297,32.793,13.905,23.949,1.3617,18.986,2.2508,4.9085,2.2975,0.022881,0.85299,0.11356,53.254,44.275,63.338,53.072,23.044,60.923,20.512,39.828,33.462,45.205,47.776,40.019,19.951
1,1.0,27,0.30566,3647.5,4534.5,9.2294,26.761,42.29,2717.3,74.666,120.41,0.34387,80.469,50.769,2644.0,24.42,49.083,3126.0,23.139,65.971,232.62,333.05,94.8,77.553,31.546,9.0284,26.921,6.8371,18.658,1.6742,31.553,13.781,24.221,1.249,18.541,2.2497,4.8915,2.3542,0.022881,0.85299,0.11356,53.254,44.275,63.013,54.021,30.021,59.874,20.152,41.483,40.362,44.412,47.74,40.798,17.53
1,1.0,28,0.30383,3660.6,4519.3,9.2774,26.717,42.627,2723.2,74.005,120.38,0.34135,80.452,48.924,2649.1,24.794,50.654,3131.2,22.969,65.952,231.74,332.8,95.016,77.327,31.546,9.0284,26.921,6.8371,18.658,1.6742,31.553,13.781,24.221,1.249,18.541,2.2497,4.8915,2.3542,0.022881,0.85299,0.11356,53.254,44.275,62.787,54.203,30.202,62.308,20.137,41.79,34.934,48.047,48.201,40.116,17.939
1,1.0,29,0.3256,3703.7,4478.6,9.2911,27.055,42.436,2725.8,75.917,120.4,0.33191,80.341,49.557,2652.2,24.629,51.681,3137.4,22.703,65.958,232.59,331.18,94.869,77.459,31.077,8.8385,27.42,7.0049,18.594,1.6378,30.921,13.635,24.803,1.2767,18.439,2.2702,4.8982,2.2933,0.022881,0.85299,0.11356,53.254,44.275,63.125,54.545,32.118,61.341,19.886,39.65,36.797,50.425,48.508,40.623,18.569
1,1.0,30,0.3279,3672.1,4498.5,9.3309,26.882,42.23,2731.1,75.143,120.39,0.32868,80.305,49.647,2657.8,24.689,51.507,3143.0,23.191,65.948,234.64,330.53,94.875,77.412,31.077,8.8385,27.42,7.0049,18.594,1.6378,30.921,13.635,24.803,1.2767,18.439,2.2702,4.8982,2.2933,0.022881,0.85299,0.11356,53.254,44.275,63.668,54.306,31.892,61.533,19.979,40.044,37.061,50.021,48.708,40.319,17.414
1,1.0,31,0.37912,3684.9,4522.9,9.374,27.134,42.36,2739.1,75.25,120.41,0.31009,80.454,50.056,2664.9,23.835,51.14,3151.3,23.028,65.961,234.21,329.72,94.779,77.8,30.424,8.7961,28.172,6.8634,18.574,1.6597,31.449,13.826,25.372,1.1926,18.969,2.2492,4.8876,2.3958,0.0099421,0.84753,0.096671,53.278,44.986,61.94,54.197,37.585,58.225,19.785,38.231,38.266,49.171,48.729,41.084,17.758
1,1.0,32,0.37985,3650.4,4486.6,9.2179,26.599,42.264,2742.7,74.541,120.38,0.31344,80.272,50.434,2668.3,25.415,50.572,3156.3,22.067,65.981,234.26,329.34,95.059,77.038,30.424,8.7961,28.172,6.8634,18.574,1.6597,31.449,13.826,25.372,1.1926,18.969,2.2492,4.8876,2.3958,0.0099421,0.84753,0.096671,53.278,44.986,62.533,54.632,37.513,60.7,19.534,37.822,39.377,47.858,48.93,40.276,20.087
1,1.0,33,0.45912,3710.9,4510.2,9.3014,26.738,42.39,2747.1,75.298,120.39,0.3329,80.016,49.721,2673.5,25.87,48.76,3162.0,23.686,65.938,236.29,328.88,94.869,77.405,30.221,8.825,28.558,6.9643,19.391,1.6023,30.025,13.693,26.379,1.2382,19.149,2.2327,4.845,2.2441,0.0099421,0.84753,0.096671,53.278,44.986,62.685,54.43,45.072,61.289,19.456,40.438,37.279,43.664,48.963,40.033,16.241
1,1.0,34,0.4572,3664.2,4512.2,9.3754,27.016,42.209,2753.4,75.532,120.41,0.33152,79.966,49.356,2679.6,24.281,50.644,3169.2,23.012,65.877,235.59,328.69,94.828,77.435,30.221,8.825,28.558,6.9643,19.391,1.6023,30.025,13.693,26.379,1.2382,19.149,2.2327,4.845,2.2441,0.0099421,0.84753,0.096671,53.278,44.986,63.487,54.406,45.261,57.667,19.572,40.606,36.206,48.024,49.239,40.712,17.851
1,1.0,35,0.49741,3664.7,4397.0,9.2692,26.923,42.514,2760.7,74.839,120.41,0.31874,80.052,49.563,2685.6,23.864,50.556,3175.7,22.176,65.841,238.2,328.12,94.716,77.561,29.535,8.7764,28.456,6.7893,18.588,1.6443,30.178,13.625,27.212,1.4376,18.84,2.2015,4.7579,2.337,0.0099421,0.84753,0.096671,53.278,44.986,62.564,53.745,48.979,59.749,19.568,38.492,36.815,47.82,49.221,40.619,19.822
1,1.0,36,0.49937,3632.5,4404.8,9.18,26.776,42.574,2764.0,74.451,120.39,0.31751,79.89,49.985,2690.0,24.09,49.027,3180.3,22.324,65.829,237.53,328.44,95.0,77.061,29.535,8.7764,28.456,6.7893,18.588,1.6443,30.178,13.625,27.212,1.4376,18.84,2.2015,4.7579,2.337,0.019602,0.83378,0.11057,53.085,44.479,63.119,53.651,48.786,59.795,19.618,38.642,38.057,44.281,49.38,40.17,19.511
1,1.0,37,0.58791,3676.4,4515.2,9.1789,26.971,42.712,2767.7,75.299,120.39,0.30679,79.485,50.038,2693.4,25.576,50.525,3185.6,22.99,65.769,238.71,327.81,94.682,76.958,29.925,8.6465,28.615,7.0085,18.733,1.6248,29.428,13.738,28.147,1.2562,18.773,2.1825,4.7227,2.2771,0.019602,0.83378,0.11057,53.085,44.479,63.903,54.266,57.866,62.309,19.309,37.891,38.212,47.749,49.444,40.383,17.974
1,1.0,38,0.58762,3687.6,4466.7,9.1141,26.852,42.42,2773.3,75.631,120.43,0.31035,79.399,50.727,2700.2,23.944,48.908,3190.9,23.101,65.67,241.49,328.72,94.736,76.895,29.925,8.6465,28.615,7.0085,18.733,1.6248,29.428,13.738,28.147,1.2562,18.773,2.1825,4.7227,2.2771,0.019602,0.83378,0.11057,53.085,44.479,63.71,54.847,57.895,59.843,19.686,37.457,40.239,44.006,49.373,41.078,17.743
1,1.0,39,0.57479,3621.5,4545.1,9.0899,27.233,42.484,2779.3,74.787,120.42,0.32332,79.399,49.774,2705.3,24.61,50.92,3193.8,22.925,65.564,242.8,328.42,94.731,77.266,29.798,8.891,29.225,6.7564,18.847,1.6047,29.614,13.565,28.105,1.2034,18.532,2.2041,4.7781,2.2393,0.019602,0.83378,0.11057,53.085,44.479,62.91,53.571,56.761,59.243,20.27,38.692,37.435,48.664,49.432,41.067,18.155
1,1.0,40,0.57525,3603.4,4487.5,9.137,26.848,42.636,2783.8,76.1,120.39,0.3238,79.354,48.324,2709.7,26.322,51.241,3198.7,23.242,65.561,240.84,328.86,94.754,76.804,29.798,8.891,29.225,6.7564,18.847,1.6047,29.614,13.565,28.105,1.2034,18.532,2.2041,4.7781,2.2393,0.019602,0.83378,0.11057,53.085,44.479,63.22,54.26,56.716,60.736,20.244,38.633,33.167,49.407,49.782,40.344,17.442
1,1.0,41,0.61338,3687.6,4476.9,9.0395,26.832,42.918,2786.6,76.344,120.4,0.3009,79.08,49.559,2712.2,23.885,48.588,3205.1,22.189,65.514,242.76,328.49,94.711,76.846,29.618,8.8736,29.469,6.7945,18.438,1.5804,28.95,13.44,28.279,1.3182,18.423,2.1918,4.6691,2.3168,0.031081,0.86156,0.092891,53.435,44.461,63.983,54.107,60.15,61.411,20.036,36.54,36.802,43.267,49.447,40.993,19.966
1,1.0,42,0.6129,3719.3,4527.0,8.9874,26.845,42.8,2788.4,75.957,120.4,0.30218,78.817,50.463,2715.1,23.18,49.0,3205.5,23.795,65.425,241.44,329.23,94.58,76.4,29.618,8.8736,29.469,6.7945,18.438,1.5804,28.95,13.44,28.279,1.3182,18.423,2.1918,4.6691,2.3168,0.031081,0.86156,0.092891,53.435,44.461,63.437,53.506,60.197,60.352,20.086,36.384,39.461,44.221,49.598,40.56,16.235
1,1.0,43,0.65291,3683.2,4546.2,9.0888,26.79,42.475,2794.1,75.059,120.43,0.28666,78.828,49.192,2720.9,24.874,49.758,3209.1,23.846,65.324,241.67,329.71,94.625,76.961,30.012,8.4488,29.437,7.0173,18.527,1.6018,28.764,13.39,29.184,1.4764,18.258,2.1459,4.635,2.1563,0.031081,0.86156,0.092891,53.435,44.461,63.825,54.302,64.744,59.058,20.665,34.468,35.721,45.973,49.616,41.318,16.099
1,1.0,44,0.65495,3691.6,4531.5,8.9665,26.948,42.744,2798.8,76.203,120.4,0.28619,79.032,49.694,2725.4,25.188,49.001,3214.7,22.532,65.336,244.01,329.24,94.478,77.209,30.012,8.4488,29.437,7.0173,18.527,1.6018,28.764,13.39,29.184,1.4764,18.258,2.1459,4.635,2.1563,0.031081,0.86156,0.092891,53.435,44.461,63.681,54.478,64.544,59.328,20.553,34.525,37.199,44.223,49.443,40.726,19.197
1,1.0,45,0.64342,3625.3,4538.9,8.8676,26.885,42.501,2799.9,76.632,120.43,0.2783,78.832,49.986,2727.0,26.267,49.71,3214.8,23.249,65.358,242.3,329.55,94.602,76.235,29.683,8.577,29.691,6.9868,18.322,1.6446,29.348,13.289,29.051,1.3187,18.847,2.1886,4.5021,2.1217,0.031081,0.86156,0.092891,53.435,44.461,62.845,54.22,63.051,58.072,20.824,33.542,38.06,45.863,49.629,41.686,17.589
1,1.0,46,0.64029,3651.6,4562.8,8.8967,26.839,42.164,2800.0,77.225,120.32,0.27983,78.54,49.594,2726.7,25.978,48.671,3213.9,22.03,65.324,243.79,329.57,94.742,76.49,29.683,8.577,29.691,6.9868,18.322,1.6446,29.348,13.289,29.051,1.3187,18.847,2.1886,4.5021,2.1217,0.022789,0.89006,0.097039,54.09,43.335,62.391,53.935,63.359,60.242,20.665,33.355,36.904,43.459,50.265,39.563,20.504
1,1.0,47,0.69859,3643.7,4506.5,8.8953,27.055,42.284,2801.8,76.627,120.43,0.26542,78.203,50.749,2727.5,24.65,48.518,3216.3,23.773,65.231,248.32,329.6,94.931,75.933,29.89,8.673,29.794,6.8831,18.739,1.5791,28.805,13.358,28.911,1.2179,18.699,2.1653,4.4912,2.0689,0.022789,0.89006,0.097039,54.09,43.335,62.682,55.17,68.662,59.214,20.707,31.704,40.304,43.103,50.221,42.346,16.466
1,1.0,48,0.69698,3632.9,4560.1,8.9281,26.821,42.313,2803.3,77.382,120.36,0.26627,78.046,49.91,2729.8,26.846,52.609,3215.4,21.861,65.143,249.69,330.2,94.741,76.198,29.89,8.673,29.794,6.8831,18.739,1.5791,28.805,13.358,28.911,1.2179,18.699,2.1653,4.4912,2.0689,0.022789,0.89006,0.097039,54.09,43.335,62.867,54.529,68.82,59.923,21.034,31.6,37.836,52.572,50.465,39.503,21.044
1,1.0,49,0.70275,3659.0,4512.6,8.8646,27.132,42.142,2806.7,76.524,120.42,0.26717,78.157,49.955,2733.6,24.831,49.984,3219.0,21.968,65.108,251.47,330.56,94.883,76.189,29.347,8.4896,29.98,7.0609,18.927,1.5981,28.964,13.173,29.132,1.1907,18.076,2.1385,4.4615,2.0369,0.022789,0.89006,0.097039,54.09,43.335,63.278,54.116,69.224,55.874,21.296,32.601,37.966,46.497,50.67,41.311,20.824
1,1.0,50,0.70478,3682.0,4521.7,8.9201,27.062,42.055,2806.5,76.493,120.38,0.26897,78.065,50.097,2732.9,25.34,50.211,3218.4,22.366,65.135,251.9,329.93,94.69,76.256,29.347,8.4896,29.98,7.0609,18.927,1.5981,28.964,13.173,29.132,1.1907,18.076,2.1385,4.4615,2.0369,0.022789,0.89006,0.097039,54.09,43.335,62.883,54.007,69.024,54.835,21.451,32.382,38.387,47.022,50.995,40.224,19.915
1,1.0,51,0.78656,3619.0,4491.4,8.8673,27.013,42.314,2808.5,76.684,120.39,0.24539,78.1,49.822,2735.4,24.97,50.462,3219.3,22.78,65.171,255.47,330.63,94.828,76.281,29.65,8.6582,29.52,6.8324,19.054,1.6258,28.804,13.389,29.248,1.2867,18.306,2.1283,4.3301,2.0778,-0.0013403,0.89967,0.092373,54.372,43.352,62.321,53.898,76.583,55.879,21.598,29.466,37.576,47.603,51.837,41.13,18.96
1,1.0,52,0.78278,3631.8,4509.4,8.7276,26.676,42.418,2812.1,76.714,120.39,0.24554,78.199,50.87,2739.2,26.016,48.924,3220.8,22.907,65.281,257.7,330.91,94.744,76.253,29.65,8.6582,29.52,6.8324,19.054,1.6258,28.804,13.389,29.248,1.2867,18.306,2.1283,4.3301,2.0778,-0.0013403,0.89967,0.092373,54.372,43.352,62.102,53.683,76.955,57.388,21.69,29.447,40.66,44.043,52.341,40.515,18.681
1,1.0,53,0.78198,3698.4,4447.7,8.6132,27.196,42.246,2810.5,77.156,120.4,0.26422,78.018,51.805,2735.6,24.97,49.315,3221.3,22.55,65.38,257.87,330.79,94.854,75.869,29.367,8.6594,29.869,6.7775,18.455,1.5819,28.541,13.364,29.441,1.425,18.728,2.1478,4.4064,2.0093,-0.0013403,0.89967,0.092373,54.372,43.352,62.899,54.074,76.761,59.598,21.484,32.141,43.411,44.948,53.025,40.496,19.59
1,1.0,54,0.78303,3697.9,4479.2,8.6717,27.122,42.088,2808.3,76.368,120.42,0.26678,77.928,51.941,2735.2,22.546,49.562,3218.4,22.763,65.42,259.11,330.65,94.71,76.165,29.367,8.6594,29.869,6.7775,18.455,1.5819,28.541,13.364,29.441,1.425,18.728,2.1478,4.4064,2.0093,-0.0013403,0.89967,0.092373,54.372,43.352,62.908,53.698,76.658,57.484,21.662,31.829,43.811,45.521,53.615,40.891,19.097
1,1.0,55,0.83705,3671.8,4524.8,8.7531,26.73,42.458,2806.9,77.141,120.37,0.26229,77.74,50.994,2733.1,25.789,49.489,3217.7,22.91,65.471,261.74,330.85,94.732,75.606,29.968,8.5104,29.477,6.9062,18.369,1.5956,29.074,13.418,29.332,1.2146,18.775,2.1246,4.3938,2.1149,-0.0013403,0.89967,0.092373,54.372,43.352,63.91,54.625,82.207,56.259,21.286,31.061,41.025,45.351,54.075,40.473,18.835
1,1.0,56,0.83257,3716.4,4510.3,8.6811,27.058,42.252,2804.9,76.983,120.42,0.26103,77.718,49.36,2731.7,25.508,49.9,3215.9,22.515,65.506,268.08,330.98,94.674,76.022,29.968,8.5104,29.477,6.9062,18.369,1.5956,29.074,13.418,29.332,1.2146,18.775,2.1246,4.3938,2.1149,0.044358,0.93098,0.1093,54.835,43.139,63.143,54.799,82.647,57.45,21.635,31.215,36.217,46.302,54.558,42.008,19.792
